,variant_and_allele,p_value,trait,gene
690,rs4619651-<b>A</b>,3.0000000000000004e-08,schizophrenia,LMAN2L
1512,rs79212538-<b>T</b>,3.0000000000000004e-08,schizophrenia,LINC01470
119,rs12623170-<b>C</b>,3.0000000000000004e-08,schizophrenia,RBKS
119,rs12623170-<b>C</b>,3.0000000000000004e-08,schizophrenia,MRPL33
153,rs11722779-<b>G</b>,3.0000000000000004e-08,schizophrenia,SLC9B1
16,rs10510653-<b>A</b>,3.0000000000000004e-08,schizophrenia,OSBPL10
614,rs6869862-<b>T</b>,3.0000000000000004e-08,schizophrenia,LINC02163
614,rs6869862-<b>T</b>,3.0000000000000004e-08,schizophrenia,RNU6-334P
159,rs2247870-<b>A</b>,3.0000000000000004e-08,schizophrenia,ADGRV1
1918,rs2192932-<b>?</b>,3.0000000000000004e-08,schizophrenia,LINC01004
2042,rs9358912-<b>?</b>,3.0000000000000004e-08,schizophrenia,H4C5
2042,rs9358912-<b>?</b>,3.0000000000000004e-08,schizophrenia,H2BC8
420,rs112316332-<b>?</b>,3.0000000000000004e-08,schizophrenia,IGF2BP3
2417,rs2439202-<b>C</b>,3.0000000000000004e-08,schizophrenia,UNKNOWN
408,rs76262184-<b>?</b>,3.0000000000000004e-08,schizophrenia,GRIA1
1119,rs11098403-<b>G</b>,3.0000000000000004e-08,schizophrenia,LINC01378
1151,rs72700829-<b>C</b>,3.0000000000000004e-08,schizophrenia,MCL1
2420,rs2868134-<b>A</b>,3.0000000000000004e-08,schizophrenia,PRKG2
368,rs793571-<b>?</b>,3.0000000000000004e-08,schizophrenia,MINDY2
359,rs9569820-<b>?</b>,3.0000000000000004e-08,schizophrenia,LINC02338
353,rs11615992-<b>?</b>,3.0000000000000004e-08,schizophrenia,P2RX4
353,rs11615992-<b>?</b>,3.0000000000000004e-08,schizophrenia,P2RX7
1181,rs1023500-<b>T</b>,3.0000000000000004e-08,schizophrenia,CENPM
2197,rs10520163-<b>?</b>,3.0000000000000004e-08,schizophrenia,CLCN3
2196,rs4925114-<b>?</b>,3.0000000000000004e-08,schizophrenia,RAI1
2476,rs9783206-<b>TT</b>,3.0000000000000004e-08,schizophrenia,PANK1
591,rs1792709-<b>G</b>,3.0000000000000004e-08,schizophrenia,LINC01905
591,rs1792709-<b>G</b>,3.0000000000000004e-08,schizophrenia,LINC01539
322,rs12647126-<b>?</b>,3.0000000000000004e-08,schizophrenia,NEK1
321,rs8082590-<b>?</b>,3.0000000000000004e-08,schizophrenia,GID4
749,rs10204454-<b>T</b>,3.0000000000000004e-08,schizophrenia,UNKNOWN
2456,rs76664468-<b>T</b>,3.0000000000000004e-08,schizophrenia,PPP2R5E
577,rs2073499-<b>G</b>,3.0000000000000004e-08,schizophrenia,RASSF1
423,rs323169-<b>?</b>,3.0000000000000004e-08,schizophrenia,MAGI2
428,rs9656169-<b>?</b>,3.0000000000000004e-08,schizophrenia,UNKNOWN
2381,rs6100546-<b>T</b>,3.0000000000000004e-08,schizophrenia,PHACTR3
2380,rs2099108-<b>C</b>,3.0000000000000004e-08,schizophrenia,GTF2A1
2378,rs7301566-<b>T</b>,3.0000000000000004e-08,schizophrenia,LIMA1
2391,rs431414-<b>T</b>,3.0000000000000004e-08,schizophrenia,MINDY2
545,rs11878180-<b>?</b>,3.0000000000000004e-08,schizophrenia,GNG7
515,rs117465168-<b>?</b>,3.0000000000000004e-08,schizophrenia,DOCK3
551,rs7271624-<b>?</b>,3.0000000000000004e-08,schizophrenia,PTGIS
554,rs5757773-<b>?</b>,3.0000000000000004e-08,schizophrenia,ENTHD1
554,rs5757773-<b>?</b>,3.0000000000000004e-08,schizophrenia,CACNA1I
556,rs77441740-<b>?</b>,3.0000000000000004e-08,schizophrenia,TNFRSF13C
556,rs77441740-<b>?</b>,3.0000000000000004e-08,schizophrenia,CENPM
2375,rs2106747-<b>A</b>,3.0000000000000004e-08,schizophrenia,RNA5SP228
2375,rs2106747-<b>A</b>,3.0000000000000004e-08,schizophrenia,STK31
2373,rs12202107-<b>T</b>,3.0000000000000004e-08,schizophrenia,SAMD3
748,rs12619354-<b>T</b>,3.0000000000000004e-08,schizophrenia,UNKNOWN
513,rs138636117-<b>?</b>,3.0000000000000004e-08,schizophrenia,MAPKAPK3
495,rs200528994-<b>?</b>,3.0000000000000004e-08,schizophrenia,LINC01470
965,rs6716963-<b>A</b>,3.0000000000000004e-08,schizophrenia,NAB1
2369,rs1426271-<b>A</b>,3.0000000000000004e-08,schizophrenia,LPP
1021,rs1339227-<b>C</b>,3.0000000000000004e-08,schizophrenia,RIMS1
464,rs6832165-<b>?</b>,3.0000000000000004e-08,schizophrenia,UNKNOWN
814,rs192812-<b>C</b>,3.0000000000000004e-08,schizophrenia,UNKNOWN
506,rs6797774-<b>?</b>,3.0000000000000004e-08,schizophrenia,U3
2479,rs60680162-<b>?</b>,3.0000000000000004e-08,schizophrenia,UNKNOWN
2343,rs4445544-<b>C</b>,3.0000000000000004e-08,schizophrenia,NSUN6
207,rs2073499-<b>A</b>,3.0000000000000004e-08,schizophrenia,RASSF1
2506,rs1376608-<b>?</b>,3.0000000000000004e-08,schizophrenia,UNKNOWN
1301,rs679087-<b>C</b>,3.0000000000000004e-08,schizophrenia,TMTC1
2503,rs6943762-<b>?</b>,3.0000000000000004e-08,schizophrenia,UNKNOWN
2430,rs7309031-<b>C</b>,3.0000000000000004e-08,schizophrenia,LINC02882
2501,rs134873-<b>?</b>,3.0000000000000004e-08,schizophrenia,TCF20
2508,rs876983-<b>?</b>,3.0000000000000004e-08,schizophrenia,UNKNOWN
2431,rs2088911-<b>G</b>,3.0000000000000004e-08,schizophrenia,LINC00571
2435,rs1635298-<b>A</b>,3.0000000000000004e-08,schizophrenia,LINC02210-CRHR1
1949,rs76641465-<b>?</b>,4e-08,schizophrenia,TCF4
966,rs1065861-<b>T</b>,4e-08,schizophrenia,MEF2C
1992,rs2022272-<b>?</b>,4e-08,schizophrenia,H2AC11
1992,rs2022272-<b>?</b>,4e-08,schizophrenia,H4C9
2054,rs12190758-<b>?</b>,4e-08,schizophrenia,UNKNOWN
484,rs1997529-<b>?</b>,4e-08,schizophrenia,COX7A2P2
484,rs1997529-<b>?</b>,4e-08,schizophrenia,LINC02267
2199,rs11165867-<b>?</b>,4e-08,schizophrenia,DPYD-IT1
2199,rs11165867-<b>?</b>,4e-08,schizophrenia,DPYD
2198,rs1975802-<b>?</b>,4e-08,schizophrenia,PLA2G15
2558,rs6909479-<b>?</b>,4e-08,schizophrenia,UNKNOWN
1942,rs34053174-<b>?</b>,4e-08,schizophrenia,BCL11B
927,rs3764567-<b>T</b>,4e-08,schizophrenia,MAU2
1081,rs211829-<b>T</b>,4e-08,schizophrenia,UNKNOWN
2102,rs3741434-<b>?</b>,4e-08,schizophrenia,RARG
967,rs67082009-<b>A</b>,4e-08,schizophrenia,UNKNOWN
615,rs10043984-<b>T</b>,4e-08,schizophrenia,KDM3B
632,rs7001340-<b>T</b>,4e-08,schizophrenia,UNKNOWN
1543,rs7601312-<b>G</b>,4e-08,schizophrenia,UNKNOWN
2056,rs73060317-<b>?</b>,4e-08,schizophrenia,SP4
1979,rs7312955-<b>?</b>,4e-08,schizophrenia,CDK2AP1
390,rs6983764-<b>?</b>,4e-08,schizophrenia,RP1
968,rs35751669-<b>G</b>,4e-08,schizophrenia,TENM3
483,rs4697446-<b>?</b>,4e-08,schizophrenia,UNKNOWN
618,rs2910032-<b>T</b>,4e-08,schizophrenia,LINC01470
409,rs6864084-<b>?</b>,4e-08,schizophrenia,GALNT10
1875,rs171748-<b>A</b>,4e-08,schizophrenia,SMIM15-AS1
1875,rs171748-<b>A</b>,4e-08,schizophrenia,LINC02057
1985,rs13361438-<b>?</b>,4e-08,schizophrenia,LINC01470
2268,rs4833558-<b>C</b>,4e-08,schizophrenia,NDST3
729,rs12139672-<b>G</b>,4e-08,schizophrenia,UNKNOWN
517,rs2358740-<b>?</b>,4e-08,schizophrenia,CACNA1D
2065,rs4647903-<b>?</b>,4e-08,schizophrenia,FGFR1
134,rs323167-<b>C</b>,4e-08,schizophrenia,MAGI2
2462,rs1281571-<b>A</b>,4e-08,schizophrenia,UNKNOWN
253,rs10866912-<b>A</b>,4e-08,schizophrenia,MROH6
253,rs10866912-<b>A</b>,4e-08,schizophrenia,NAPRT
643,rs2916068-<b>A</b>,4e-08,schizophrenia,UNKNOWN
651,rs111511290-<b>A</b>,4e-08,schizophrenia,UNKNOWN
3,rs2269372-<b>A</b>,4e-08,schizophrenia,RENBP
522,rs28886334-<b>?</b>,4e-08,schizophrenia,UNKNOWN
2516,rs72843998-<b>?</b>,4e-08,schizophrenia,UNKNOWN
552,rs9975024-<b>?</b>,4e-08,schizophrenia,NRIP1
135,rs10148671-<b>C</b>,4e-08,schizophrenia,LINC02326
1673,rs427230-<b>T</b>,4e-08,schizophrenia,PPDPF
1673,rs427230-<b>T</b>,4e-08,schizophrenia,PTK6
431,rs12083902-<b>?</b>,4e-08,schizophrenia,AGO4
437,rs1999512-<b>?</b>,4e-08,schizophrenia,Y_RNA
437,rs1999512-<b>?</b>,4e-08,schizophrenia,NRBF2P3
1811,rs7709645-<b>?</b>,4e-08,schizophrenia,ZSWIM6
439,rs61826793-<b>?</b>,4e-08,schizophrenia,ANKRD45
439,rs61826793-<b>?</b>,4e-08,schizophrenia,KLHL20
1012,rs7523273-<b>A</b>,4e-08,schizophrenia,MIR29B2CHG
323,rs6704641-<b>?</b>,4e-08,schizophrenia,SATB2
857,rs12911832-<b>A</b>,4e-08,schizophrenia,ADAM10
1963,rs9330316-<b>?</b>,5e-08,schizophrenia,SH3RF3
1963,rs9330316-<b>?</b>,5e-08,schizophrenia,SEPTIN10
2367,rs115487049-<b>A</b>,5e-08,schizophrenia,GCFC2
2367,rs115487049-<b>A</b>,5e-08,schizophrenia,SUCLA2P2
1910,rs17662626-<b>A</b>,5e-08,schizophrenia,UNKNOWN
2502,rs17284668-<b>?</b>,5e-08,schizophrenia,UNKNOWN
2358,rs7192086-<b>T</b>,5e-08,schizophrenia,SHISA9
425,rs74912003-<b>?</b>,5e-08,schizophrenia,TP53TG1
425,rs74912003-<b>?</b>,5e-08,schizophrenia,TMEM243
95,rs34102591-<b>G</b>,5e-08,schizophrenia,ZNF664
95,rs34102591-<b>G</b>,5e-08,schizophrenia,RFLNA
1616,rs28730912-<b>T</b>,5e-08,schizophrenia,UNKNOWN
1568,rs12522290-<b>C</b>,5e-08,schizophrenia,GRIA1
1016,rs2909457-<b>G</b>,5e-08,schizophrenia,SLC4A10
1016,rs2909457-<b>G</b>,5e-08,schizophrenia,DPP4
1967,rs7577690-<b>?</b>,5e-08,schizophrenia,RETREG2
1980,rs7653924-<b>?</b>,5e-08,schizophrenia,SH3RF1
22,rs112509803-<b>C</b>,5e-08,schizophrenia,GSDME
22,rs112509803-<b>C</b>,5e-08,schizophrenia,MPP6
336,rs11230827-<b>?</b>,5e-08,schizophrenia,RAB3IL1
509,rs17635239-<b>?</b>,5e-08,schizophrenia,U3
728,rs9970077-<b>A</b>,5e-08,schizophrenia,LINC01741
1252,rs13170232-<b>T</b>,5e-08,schizophrenia,GRIA1
2507,rs17150950-<b>?</b>,5e-08,schizophrenia,UNKNOWN
2542,rs7601312-<b>?</b>,5e-08,schizophrenia,UNKNOWN
145,rs8058130-<b>G</b>,5e-08,schizophrenia,UNKNOWN
2017,rs11899902-<b>?</b>,5e-08,schizophrenia,ALMS1
2517,rs111511290-<b>?</b>,5e-08,schizophrenia,UNKNOWN
536,rs1440849-<b>?</b>,5e-08,schizophrenia,UNKNOWN
1746,rs10838634-<b>A</b>,5e-08,schizophrenia,LRP4
2036,rs10043984-<b>?</b>,5e-08,schizophrenia,KDM3B
337,rs7951609-<b>?</b>,5e-08,schizophrenia,TENM4
2105,rs10860964-<b>?</b>,5e-08,schizophrenia,C12orf42
631,rs75836205-<b>T</b>,5e-08,schizophrenia,UNKNOWN
352,rs28607014-<b>?</b>,5e-08,schizophrenia,NOS1
2495,rs2916068-<b>?</b>,5e-08,schizophrenia,UNKNOWN
2421,rs35751669-<b>A</b>,5e-08,schizophrenia,TENM3
61,rs80256351-<b>C</b>,5e-08,schizophrenia,ACTG1P22
61,rs80256351-<b>C</b>,5e-08,schizophrenia,VRK2
167,rs8012642-<b>C</b>,5e-08,schizophrenia,MTCYBP27
219,rs7757969-<b>T</b>,5e-08,schizophrenia,FYN
1314,rs9330316-<b>A</b>,5e-08,schizophrenia,SH3RF3
1314,rs9330316-<b>A</b>,5e-08,schizophrenia,SEPTIN10
973,rs7653924-<b>T</b>,6.000000000000001e-08,schizophrenia,SH3RF1
42,rs3845702-<b>A</b>,6.000000000000001e-08,schizophrenia,CWC22
204,rs1792709-<b>A</b>,6.000000000000001e-08,schizophrenia,LINC01905
204,rs1792709-<b>A</b>,6.000000000000001e-08,schizophrenia,LINC01539
1367,rs13376709-<b>C</b>,6.000000000000001e-08,schizophrenia,AKT3
1269,rs181900-<b>C</b>,6.000000000000001e-08,schizophrenia,MEF2C-AS2
85,rs35430959-<b>C</b>,6.000000000000001e-08,schizophrenia,PNPP1
164,rs248083-<b>A</b>,6.000000000000001e-08,schizophrenia,MRPS5P3
164,rs248083-<b>A</b>,6.000000000000001e-08,schizophrenia,SELENOTP2
229,rs9292918-<b>?</b>,6.000000000000001e-08,schizophrenia,HCN1
1878,rs6550435-<b>G</b>,6.000000000000001e-08,schizophrenia,TRANK1
1878,rs6550435-<b>G</b>,6.000000000000001e-08,schizophrenia,LINC02033
1892,rs2239547-<b>?</b>,6.000000000000001e-08,schizophrenia,ITIH4
228,rs13168670-<b>?</b>,6.000000000000001e-08,schizophrenia,VTRNA1-3
228,rs13168670-<b>?</b>,6.000000000000001e-08,schizophrenia,PCDHA1
795,rs7022054-<b>G</b>,6.000000000000001e-08,schizophrenia,KDM4C
1812,rs7004633-<b>?</b>,6.000000000000001e-08,schizophrenia,UNKNOWN
1336,rs1451488-<b>G</b>,6.000000000000001e-08,schizophrenia,RNU7-147P
2352,rs7193419-<b>T</b>,7e-08,schizophrenia,LINC02858
2352,rs7193419-<b>T</b>,7e-08,schizophrenia,LINC02165
1801,rs9272219-<b>G</b>,7e-08,schizophrenia,HLA-DQA1
1341,rs1483242-<b>G</b>,7e-08,schizophrenia,UNKNOWN
975,rs9695226-<b>G</b>,7e-08,schizophrenia,UNKNOWN
231,rs9928653-<b>?</b>,7e-08,schizophrenia,NFATC3
1471,rs7372960-<b>T</b>,7e-08,schizophrenia,FOXP1
743,rs2381759-<b>A</b>,7e-08,schizophrenia,UNKNOWN
162,rs7099380-<b>A</b>,7e-08,schizophrenia,CACNB2
132,rs12327082-<b>T</b>,7e-08,schizophrenia,NOL4
232,rs7523273-<b>?</b>,7e-08,schizophrenia,MIR29B2CHG
149,rs2358740-<b>G</b>,7e-08,schizophrenia,CACNA1D
230,rs1355585-<b>?</b>,7e-08,schizophrenia,UNKNOWN
126,rs714031-<b>C</b>,8e-08,schizophrenia,CACNA1I
235,rs59724122-<b>?</b>,8e-08,schizophrenia,GULOP
1802,rs13025591-<b>?</b>,8e-08,schizophrenia,AGAP1
9,rs7273691-<b>T</b>,8e-08,schizophrenia,PHACTR3
92,rs11790388-<b>G</b>,8e-08,schizophrenia,RALGPS1
850,rs12431410-<b>C</b>,8e-08,schizophrenia,RTN1
1639,rs34753377-<b>T</b>,9e-08,schizophrenia,SPG7
1307,rs876983-<b>T</b>,9e-08,schizophrenia,UNKNOWN
1511,rs79193624-<b>T</b>,9e-08,schizophrenia,RTKN2
236,rs10046758-<b>?</b>,9e-08,schizophrenia,CSMD1
1637,rs34626435-<b>A</b>,9e-08,schizophrenia,NLGN1
2465,rs1484141-<b>C</b>,9e-08,schizophrenia,LINC01088
2465,rs1484141-<b>C</b>,9e-08,schizophrenia,NAA11
2355,rs3858402-<b>G</b>,9e-08,schizophrenia,LINC02715
238,rs6019879-<b>?</b>,1e-07,schizophrenia,PTGIS
1832,rs17594526-<b>T</b>,1e-07,schizophrenia,TCF4
1472,rs7383287-<b>A</b>,1e-07,schizophrenia,HLA-DOB
2473,rs116976860-<b>A</b>,1e-07,schizophrenia,SEC14L6
2473,rs116976860-<b>A</b>,1e-07,schizophrenia,GAL3ST1
2475,rs5749679-<b>T</b>,1e-07,schizophrenia,LARGE1
595,rs12138061-<b>A</b>,1e-07,schizophrenia,ELAVL4
596,rs4347184-<b>T</b>,1e-07,schizophrenia,PDE4B
1882,rs4803480-<b>A</b>,1e-07,schizophrenia,CEACAM21
208,rs5891007-<b>?</b>,1e-07,schizophrenia,LSM1
1803,rs17597926-<b>?</b>,1e-07,schizophrenia,CACNA1C
1271,rs183823891-<b>T</b>,1e-07,schizophrenia,EFR3B
2472,rs117730591-<b>C</b>,1e-07,schizophrenia,SEC14L2
240,rs2909457-<b>?</b>,1e-07,schizophrenia,SLC4A10
240,rs2909457-<b>?</b>,1e-07,schizophrenia,DPP4
242,rs71575306-<b>?</b>,1e-07,schizophrenia,MAN2A1
57,rs76091702-<b>T</b>,1e-07,schizophrenia,LINC01470
2403,rs2117002-<b>A</b>,1e-07,schizophrenia,STARP1
738,rs7560272-<b>T</b>,1e-07,schizophrenia,RNU6-111P
738,rs7560272-<b>T</b>,1e-07,schizophrenia,RPSAP28
1565,rs12510251-<b>A</b>,1e-07,schizophrenia,TENM3
740,rs61712019-<b>T</b>,1e-07,schizophrenia,LRRTM4
1887,rs4356203-<b>?</b>,1e-07,schizophrenia,PIK3C2A
1279,rs1941342-<b>A</b>,1e-07,schizophrenia,NOL4
1277,rs1878874-<b>T</b>,1e-07,schizophrenia,SOX2-OT
609,rs34321714-<b>G</b>,1e-07,schizophrenia,RIMS1
217,rs1021487-<b>T</b>,1e-07,schizophrenia,LINC02494
2283,rs308693-<b>G</b>,1e-07,schizophrenia,UNKNOWN
1525,rs8054347-<b>A</b>,1e-07,schizophrenia,RBFOX1
782,rs7529073-<b>C</b>,1e-07,schizophrenia,PROX1-AS1
1518,rs80021942-<b>C</b>,1e-07,schizophrenia,UNKNOWN
981,rs1878561-<b>A</b>,1e-07,schizophrenia,FAM86B3P
1835,rs6782299-<b>T</b>,1e-07,schizophrenia,UNKNOWN
983,rs7438-<b>G</b>,1e-07,schizophrenia,CLCN3
580,rs2962250-<b>G</b>,1e-07,schizophrenia,RNU6-1296P
580,rs2962250-<b>G</b>,1e-07,schizophrenia,RNU6-480P
2449,rs1907719-<b>T</b>,1e-07,schizophrenia,KCNMA1
1203,rs41297816-<b>G</b>,1e-07,schizophrenia,TBX1
715,rs221780-<b>G</b>,1e-07,schizophrenia,POP7
715,rs221780-<b>G</b>,1e-07,schizophrenia,GIGYF1
1418,rs56145559-<b>T</b>,1e-07,schizophrenia,ALMS1
1482,rs76869799-<b>G</b>,1e-07,schizophrenia,DPYD
1389,rs2048656-<b>A</b>,1e-07,schizophrenia,TNKS
1491,rs7779018-<b>A</b>,1e-07,schizophrenia,CADPS2
1491,rs7779018-<b>A</b>,1e-07,schizophrenia,FEZF1
1733,rs1033023-<b>A</b>,2e-07,schizophrenia,UNKNOWN
2384,rs11687077-<b>A</b>,2e-07,schizophrenia,LINC01173
1737,rs1042992-<b>T</b>,2e-07,schizophrenia,BNIP3L
1794,rs138880-<b>C</b>,2e-07,schizophrenia,BRD1
2289,rs1506297-<b>T</b>,2e-07,schizophrenia,RBMS3
1804,rs4765905-<b>?</b>,2e-07,schizophrenia,CACNA1C
1898,rs7004633-<b>A</b>,2e-07,schizophrenia,UNKNOWN
1784,rs1344706-<b>T</b>,2e-07,schizophrenia,ZNF804A
2265,rs4626214-<b>G</b>,2e-07,schizophrenia,LINC02267
1893,rs4624519-<b>?</b>,2e-07,schizophrenia,LINC02033
1769,rs2391672-<b>A</b>,2e-07,schizophrenia,LINC01761
2414,rs58625333-<b>A</b>,2e-07,schizophrenia,ZZEF1
1776,rs2565065-<b>A</b>,2e-07,schizophrenia,CHRNA2
0,rs11265461-<b>C</b>,2e-07,treatment refractory schizophrenia,SLAMF1
0,rs11265461-<b>C</b>,2e-07,treatment refractory schizophrenia,SETP9
181,rs10124101-<b>G</b>,2e-07,schizophrenia,HMGB3P24
181,rs10124101-<b>G</b>,2e-07,schizophrenia,RNF38
1475,rs74804370-<b>C</b>,2e-07,schizophrenia,UNKNOWN
1704,rs533123-<b>A</b>,2e-07,schizophrenia,OPRD1
70,rs7619427-<b>G</b>,2e-07,schizophrenia,RNU6-367P
986,rs62148129-<b>A</b>,2e-07,schizophrenia,SFXN5
1661,rs3818802-<b>A</b>,2e-07,schizophrenia,SDCCAG8
852,rs2526882-<b>G</b>,2e-07,schizophrenia,PCNX1
1126,rs12561919-<b>?</b>,2e-07,schizophrenia,C1orf167
1394,rs2077586-<b>A</b>,2e-07,schizophrenia,EMX1
161,rs1411740-<b>A</b>,2e-07,schizophrenia,LINC00571
1440,rs61747867-<b>T</b>,2e-07,schizophrenia,H2AC10P
151,rs11625793-<b>G</b>,2e-07,schizophrenia,NCOA4P1
1425,rs5769765-<b>G</b>,2e-07,schizophrenia,ZBED4
142,rs1838472-<b>C</b>,2e-07,schizophrenia,KALRN
144,rs7934083-<b>C</b>,2e-07,schizophrenia,MTND4LP18
708,rs12664251-<b>A</b>,2e-07,schizophrenia,FAM184A
1417,rs56038139-<b>G</b>,2e-07,schizophrenia,ARHGEF26
244,rs16851048-<b>?</b>,2e-07,schizophrenia,BRINP2
244,rs16851048-<b>?</b>,2e-07,schizophrenia,LINC01645
1143,rs7122181-<b>T</b>,2e-07,schizophrenia,MTND4LP18
1552,rs76432012-<b>T</b>,2e-07,schizophrenia,UNKNOWN
221,rs3759413-<b>C</b>,2e-07,schizophrenia,CLSTN3
1608,rs2796441-<b>G</b>,2e-07,schizophrenia,TLE1
1608,rs2796441-<b>G</b>,2e-07,schizophrenia,RNU6-1035P
1,rs230529-<b>T</b>,2e-07,treatment refractory schizophrenia,NFKB1
1597,rs12142465-<b>C</b>,2e-07,schizophrenia,SLC45A1
792,rs1460583-<b>C</b>,2e-07,schizophrenia,ZFPM2
1502,rs78381888-<b>A</b>,2e-07,schizophrenia,ANKRD23
1502,rs78381888-<b>A</b>,2e-07,schizophrenia,CNNM3
563,rs10085567-<b>A</b>,2e-07,schizophrenia,GTF2IP7
841,rs10878577-<b>A</b>,2e-07,schizophrenia,GGTA2P
841,rs10878577-<b>A</b>,2e-07,schizophrenia,RAB11AP2
203,rs7811417-<b>T</b>,2e-07,schizophrenia,SP4
11,rs55757091-<b>A</b>,2e-07,schizophrenia,SLC7A6
11,rs55757091-<b>A</b>,2e-07,schizophrenia,SLC7A6OS
225,rs2962250-<b>A</b>,2e-07,schizophrenia,RNU6-1296P
225,rs2962250-<b>A</b>,2e-07,schizophrenia,RNU6-480P
799,rs3824451-<b>C</b>,2e-07,schizophrenia,GABBR2
1434,rs6035684-<b>C</b>,3e-07,schizophrenia,MRPS11P1
1434,rs6035684-<b>C</b>,3e-07,schizophrenia,RN7SL607P
1288,rs6500602-<b>T</b>,3e-07,schizophrenia,DNAJA3
1235,rs12883788-<b>T</b>,3e-07,schizophrenia,AKAP6
1570,rs12541491-<b>T</b>,3e-07,schizophrenia,MSRA
1679,rs4470825-<b>G</b>,3e-07,schizophrenia,DOP1A
1599,rs12190758-<b>G</b>,3e-07,schizophrenia,UNKNOWN
1837,rs2312147-<b>C</b>,3e-07,schizophrenia,VRK2
1632,rs324017-<b>C</b>,3e-07,schizophrenia,NAB2
564,rs6946310-<b>T</b>,3e-07,schizophrenia,YWHAG
564,rs6946310-<b>T</b>,3e-07,schizophrenia,HSPB1
993,rs314272-<b>G</b>,3e-07,schizophrenia,LIN28B
2207,rs10863593-<b>?</b>,3e-07,schizophrenia,MIR29B2CHG
1450,rs62244881-<b>T</b>,3e-07,schizophrenia,FOXP1
1246,rs13027106-<b>C</b>,3e-07,schizophrenia,PNPP1
1246,rs13027106-<b>C</b>,3e-07,schizophrenia,TDRD15
1615,rs2868985-<b>A</b>,3e-07,schizophrenia,MIR217HG
1533,rs7537052-<b>G</b>,3e-07,schizophrenia,TRAPPC3
1538,rs75608493-<b>C</b>,3e-07,schizophrenia,LINC01741
994,rs7727515-<b>G</b>,3e-07,schizophrenia,GRIA1
923,rs7233277-<b>A</b>,3e-07,schizophrenia,LINC01929
1785,rs589249-<b>G</b>,3e-07,schizophrenia,FTLP18
1785,rs589249-<b>G</b>,3e-07,schizophrenia,GRIK3
1777,rs2581794-<b>A</b>,3e-07,schizophrenia,SFMBT1
989,rs2734325-<b>T</b>,3e-07,schizophrenia,STK19
1772,rs2470578-<b>G</b>,3e-07,schizophrenia,TBC1D5
1705,rs540425-<b>T</b>,3e-07,schizophrenia,DDX56
1705,rs540425-<b>T</b>,3e-07,schizophrenia,NPC1L1
1807,rs10894294-<b>?</b>,3e-07,schizophrenia,SNX19
1807,rs10894294-<b>?</b>,3e-07,schizophrenia,RN7SL167P
1372,rs1360695-<b>A</b>,3e-07,schizophrenia,UNKNOWN
1103,rs7233060-<b>?</b>,3e-07,schizophrenia,CTDP1
990,rs6990941-<b>C</b>,3e-07,schizophrenia,UNKNOWN
754,rs7915131-<b>C</b>,3e-07,schizophrenia,ALDH7A1P4
1362,rs1329313-<b>T</b>,3e-07,schizophrenia,LINC00457
1358,rs13233308-<b>C</b>,3e-07,schizophrenia,ABCB1
1325,rs9584154-<b>A</b>,3e-07,schizophrenia,GPC6
1715,rs1108252-<b>T</b>,3e-07,schizophrenia,EFHD1
1715,rs1108252-<b>T</b>,3e-07,schizophrenia,GIGYF2
1792,rs3132935-<b>?</b>,3e-07,schizophrenia,NOTCH4
1806,rs12592967-<b>?</b>,3e-07,schizophrenia,UNKNOWN
1793,rs7897654-<b>T</b>,3e-07,schizophrenia,CNNM2
1793,rs7897654-<b>T</b>,3e-07,schizophrenia,BORCS7-ASMT
1720,rs11156875-<b>A</b>,3e-07,schizophrenia,PRORP
2209,rs34685708-<b>?</b>,4e-07,schizophrenia,SLC4A10
2470,rs74896189-<b>A</b>,4e-07,schizophrenia,CNTN1
1798,rs16897515-<b>C</b>,4e-07,schizophrenia,POM121L2
1756,rs10967505-<b>A</b>,4e-07,schizophrenia,UNKNOWN
1799,rs4129148-<b>C</b>,4e-07,schizophrenia,RPL14P5
1620,rs2917569-<b>T</b>,4e-07,schizophrenia,OPCML
1611,rs2828478-<b>A</b>,4e-07,schizophrenia,UNKNOWN
1337,rs146797905-<b>A</b>,4e-07,schizophrenia,NTRK3
1251,rs13168670-<b>T</b>,4e-07,schizophrenia,VTRNA1-3
1251,rs13168670-<b>T</b>,4e-07,schizophrenia,PCDHA1
1234,rs12877581-<b>C</b>,4e-07,schizophrenia,KLF12
1443,rs61847307-<b>C</b>,4e-07,schizophrenia,PRKG1
1304,rs6825268-<b>G</b>,4e-07,schizophrenia,TBC1D19
1304,rs6825268-<b>G</b>,4e-07,schizophrenia,STIM2
1388,rs2026714-<b>G</b>,4e-07,schizophrenia,KDM4C
725,rs7523654-<b>T</b>,4e-07,schizophrenia,NGF-AS1
725,rs7523654-<b>T</b>,4e-07,schizophrenia,NGF
1278,rs1914395-<b>A</b>,4e-07,schizophrenia,CALN1
247,rs56873913-<b>?</b>,4e-07,schizophrenia,NOSIP
247,rs56873913-<b>?</b>,4e-07,schizophrenia,PRRG2
154,rs319204-<b>T</b>,4e-07,schizophrenia,PPP2R2B
1581,rs12755164-<b>A</b>,4e-07,schizophrenia,KRT8P21
1581,rs12755164-<b>A</b>,4e-07,schizophrenia,RN7SKP19
1478,rs7521492-<b>A</b>,4e-07,schizophrenia,UNKNOWN
772,rs10199182-<b>A</b>,4e-07,schizophrenia,LINC01884
1000,rs7445192-<b>G</b>,5e-07,schizophrenia,VTRNA1-3
